index,text
D43,"['decent', 'after', 'dark', 'ep', '11', 'decent', 'does', 'warzone', 'live', 'warzone', 'callofduty', 'mw2', 'podcast', 'newepisode', 'elon', 'kanye', 'twitch', 'youtube', 'twitter', 'decent', 'culture', 'council', 'trump', 'biden', 'tumblr', 'nfl', 'soccer', 'wef', 'twitterspaces', 'omegle', 'follow', 'like', 'subscribe', 'https', 't', 'co', '5oxqrui6f1']"
D44,"['decent', 'after', 'dark', 'ep', '11', 'decent', 'does', 'warzone', 'live', 'warzone', 'callofduty', 'mw2', 'podcast', 'newepisode', 'elon', 'kanye', 'twitch', 'youtube', 'twitter', 'decent', 'culture', 'council', 'trump', 'biden', 'tumblr', 'nfl', 'soccer', 'wef', 'twitterspaces', 'omegle', 'follow', 'like', 'subscribe', 'https', 't', 'co', 'oq8ceejx7n']"
D45,"['therealoj32', 'is', 'asking', 'elonmusk', 'to', 'please', 'verfiy', 'him', 'on', 'twitter', 'right', 'now', 'on', 'fullsendpodcast', 'ojsimpson', 'elonmusk', 'kanye', 'kardashians', 'https', 't', 'co', '3kuqbqemif']"
D46,"['rich', 'divorced', 'dads', 'having', 'midlife', 'crisis', 'should', 'not', 'be', 'in', 'control', 'of', 'public', 'communications', 'media', 'culture', 'etc', 'you', 'already', 'bought', 'a', 'fancy', 'car', 'company', 'and', 'all', 'your', 'other', 'shiny', 'toys', 'get', 'therapy', 'elon', 'twitter', 'tesla', 'kanye', 'divorceddads', 'midlifecrisis', 'wegetitbroyoumissher']"
D47,"['all', 'eyes', 'on', 'ye', 'kanyewest', 'teamkanyedaily', 'memelyxyz', 'kanye', 'elonmusk', 'viralvideo', 'kanyememe', 'memely', 'o', 'https', 't', 'co', '8wk5ywinnw']"
D48,"['what', 'has', 'been', 'one', 'of', 'k4s', 'ent', 'hflmag', 'cover', 'feature', 'rezasarrafieh', 'most', 'memorable', 'moments', 'working', 'at', 'rocnation', 'lilnasx', 'snohalegrah', 'djkhaled', 'rnb', 'hiphop', 'rocnation', 'vicmensa', 'jcole', 'kanye', 'hflmag', 'https', 't', 'co', 'hr63qxp0yj', 'https', 't', 'co', '2wyka0sn2j']"
D49,"['why', 'did', 'elon', 'suspend', 'kanye']"
D50,"['since', 'learning', 'that', 'fascism', 'can', 'exist', 'even', 'in', 'the', 'hearts', 'of', 'some', 'black', 'americans', 'for', 'example', 'kanye', 'i', 'don', 't', 'think', 'that', 's', 'a', 'valid', 'question', 'anymore', 'nahceemah', 'https', 't', 'co', '3yxtaxn3gy']"
D51,"['nahceemah', 'd', 'rosesknee25', 'jb', 'in', 'sc', 'logoffbrent', 'since', 'learning', 'that', 'fascism', 'can', 'exist', 'even', 'in', 'the', 'hearts', 'of', 'some', 'black', 'americans', 'for', 'example', 'kanye', 'i', 'don', 't', 'think', 'that', 's', 'a', 'valid', 'question', 'anymore', 'nahceemah']"
D52,"['elonmusk', 'veeeeery', 'introspective', 'and', 'almost', 'universally', 'applicable', 'elonmusk', 'repmtg', 'laurenboebert', 'realdonaldtrump', 'kanye']"
D53,"['mama', 'mailboo', 'repkatcammack', 'awe', 'bless', 'your', 'pathetic', 'antisemitic', 'kanye', 'ass', 'kissing', 'heart', 'you', 'did', 'me', 'a', 'favor', 'tonight', 'bc', 'i', 'm', 'going', 'to', 'us', 'your', 'tweets', 'to', 'remind', 'kat', 'of', 'the', 'kind', 'of', 'trash', 'that', 'simps', 'for', 'a', 'jew', 'hater', 'and', 'how', 'abhorrent', 'it', 'is', 'that', 'she', 'remains', 'silent']"
D54,"['as', 'a', 'half', 'black', 'and', 'half', 'jewish', 'person', 'a', 'thought', 'came', 'to', 'me', 'today', 'ye', 'was', 'a', 'billionaire', 'before', 'his', 'recent', 'statements', 'and', 'is', 'still', 'currently', 'far', 'more', 'wealthy', 'than', 'most', 'of', 'us', 'will', 'ever', 'be', 'so', 'the', 'jews', 'couldn', 't', 'have', 'done', 'him', 'that', 'dirty', 'right', 'antisemitism', 'hebrew', 'kanye']"
D55,"['where', 's', 'kanye']"
D56,"['you', 'see', 'the', 'wall', 'bounce', 'apex', 'apexlegends', 'apexmobile', 'twitter', 'america', 'media', 'memes', 'hockey', 'tmz', 'comedy', 'support', 'fomc', 'nft', 'meta', 'viral', 'trends', 'fifa', 'worldcup', 'podcast', 'funny', 'election', 'sale', 'national', 'kanye', 'holiday', 'deals', 'coin', 'happy', 'community', 'digital', 'https', 't', 'co', 'iwwooakfhv']"
D57,"['lorafrimanee', 'put', 'on', 'by', 'kanye']"
D58,"['looking', 'for', 'the', 'truth', 'https', 't', 'co', 'juo6x054nu', 'thenoticing', 'noticing', 'trump', 'elon', 'musk', 'donald', 'kanye', 'truth', 'redpill', 'facts', 'ye', 'https', 't', 'co', '8glnskh5eb']"
D59,"['kareem', 'abdul', 'jabbar', 'retired', 'from', 'the', 'nba', 'in', '1989', 'but', 'he', 'remains', 'one', 'of', 'the', 'greatest', 'basketball', 'players', 'of', 'all', 'time', 'many', 'argue', 'he', 'is', 'simply', 'the', 'greatest', 'abduljabbar', 'antisemitism', 'kanye', 'kareem', 'kyrie', 'https', 't', 'co', 'afaq2v303z', 'https', 't', 'co', 'afaq2v303z']"
D60,"['culture', 'council', 'podcast', 'episode', '24', 'live', 'live', 'podcast', 'newepisode', 'elon', 'kanye', 'twitch', 'youtube', 'twitter', 'decent', 'culture', 'council', 'trump', 'biden', 'tumblr', 'nfl', 'soccer', 'wef', 'twitterspaces', 'omegle', 'follow', 'like', 'subscribe', 'https', 't', 'co', 'bi0ykpxcln']"
D61,"['culture', 'council', 'podcast', 'episode', '24', 'live', 'live', 'podcast', 'newepisode', 'elon', 'kanye', 'twitch', 'youtube', 'twitter', 'decent', 'culture', 'council', 'trump', 'biden', 'tumblr', 'nfl', 'soccer', 'wef', 'twitterspaces', 'omegle', 'follow', 'like', 'subscribe', 'https', 't', 'co', 'an6bye2wzv']"
D62,"['culture', 'council', 'podcast', 'episode', '24', 'live', 'live', 'podcast', 'newepisode', 'elon', 'kanye', 'twitch', 'youtube', 'twitter', 'decent', 'culture', 'council', 'trump', 'biden', 'tumblr', 'nfl', 'soccer', 'wef', 'twitterspaces', 'omegle', 'follow', 'like', 'subscribe', 'https', 't', 'co', '4j1hckqklq']"
D63,"['culture', 'council', 'podcast', 'episode', '24', 'live', 'live', 'podcast', 'newepisode', 'elon', 'kanye', 'twitch', 'youtube', 'twitter', 'decent', 'culture', 'council', 'trump', 'biden', 'tumblr', 'nfl', 'soccer', 'wef', 'twitterspaces', 'omegle', 'follow', 'like', 'subscribe', 'https', 't', 'co', 'f8ejf26dvz']"
D64,"['check', 'out', 'ismashed', 'by', 'phraze', 'spotify', 'youtube', 'applemusic', 'https', 't', 'co', 'al5oe2kfn1', 'ismashed', 'alternativefacts', 'album', 'phraze', 'lbm', 'hiphop', 'rap', 'music', 'beyonce', 'jayz', 'taylorswift', 'jenniferlopez', 'kanye', 'amberrose', 'kimkardashian', 'cardib', 'brittanyspears', 'christinaaguilera', 'jen']"
D65,"['elonmusk', 'how', 'could', 'it', 'be', 'worse', 'are', 'you', 'appointing', 'kanye']"
D66,"['who', 'else', 'thinks', 'elonmusk', 'kanye', 'ye', 'need', 'conservatorship', 'way', 'more', 'than', 'britneyspears', 'ever', 'did', 'elon', 'needs', 'to', 'see', 'how', 'yeezy', 'imploded', 'gon', 'na', 'happen', 'to', 'tesla', 'too']"
D67,"['the', 'patriots', 'are', 'the', 'jews', 'of', 'the', 'league', 'everyboyishitler', 'kanye', 'jew', 'fifaworldcup', 'messi', 'uvaldemassacre']"
D68,"['kanye', 'west', 'vs', 'george', 'floyd', 'the', 'manolo', 'pod', 'ye', 'ye24', 'kanyewest', 'kanye', 'georgefloyd', 'blm', 'podcasting', 'newpodcast', 'miguelcamachio', 'danieleyva2', 'https', 't', 'co', 'rrwgtglsq5']"
D69,"['elon', 'musk', 'to', 'kanye', 'west', 'after', 'suspending', 'his', 'account', 'kanyewest', 'teamkanyedaily', 'memelyxyz', 'kanye', 'hotnews', 'elonmusk', 'twitter', 'elonmeme', 'viralvideo', 'memely', 'd', 'https', 't', 'co', 'qu7w2klecw']"
D70,"['wow', 'nazi', 'much', 'newyorktimes', 'where', 's', 'kanye', 'https', 't', 'co', 's6y8ndd6wt']"
D71,"['i', 'think', 'that', 'the', 'colonisation', 'helped', 'africa', 'colonialism', 'africa', 'nigeria', 'kanye']"
D72,"['nbc', 'news', 'nypd', 'searching', 'for', 'suspect', 'who', 'said', 'kanye', '2024', 'during', 'antisemitic', 'attack', 'inside', 'central', 'park', 'the', 'new', 'york', 'police', 'department', 'is', 'asking', 'for', 'tips', 'after', 'a', 'suspect', 'assaulted', 'a', '63', 'year', 'old', 'man', 'in', 'central', 'park', 'last', 'week', 'https', 't', 'co', 'vdeyjfxd0k']"
D73,"['nick', 'fuentes', 'bad', 'influence', 'on', 'kanye', 'becoming', 'babylon', 'a', 'wolf', 'in', 'sheep', 'amp', 'apos', 's', 'clothing', 'https', 't', 'co', 'fnohqs6hhq']"
D74,"['culture', 'council', 'podcast', 'is', 'going', 'live', '8pm', 'est', 'on', 'twitter', 'twitter', 'spaces', 'youtube', 'amp', 'twitch', 'hop', 'in', 'the', 'space', 'or', 'chat', 'and', 'let', 's', 'connect', 'decent', 'live', 'culturecouncil', 'youtube', 'twitchtv', 'podcast', 'twitterspaces', 'like', 'follow', 'subscribe', 'elon', 'omegle', 'twitter', 'kanye', 'trump']"
D75,"['what', 'has', 'been', 'one', 'of', 'k4s', 'ent', 'hflmag', 'cover', 'feature', 'rezasarrafieh', 'most', 'memorable', 'moments', 'working', 'at', 'rocnation', 'lilnasx', 'snohalegrah', 'djkhaled', 'rnb', 'hiphop', 'rocnation', 'vicmensa', 'jcole', 'kanye', 'hflmag', 'https', 't', 'co', 'hr63qxp0yj', 'https', 't', 'co', 'zd04faweaj']"
D76,"['people', 'be', 'feeling', 'like', 'i', 'm', 'cocky', 'because', 'of', 'the', 'shit', 'that', 'i', 'say', 'if', 'you', 'could', 'imagine', 'the', 'shit', 'that', 'i', 'think', 'kanye', 'heardemye']"
D77,"['sooooo', 'does', 'kanye', 'still', 'get', 'paid', 'for', 'his', 'song', 'snippet', 'in', 'blackadam', 'thought', 'he', 'was', 'cancelled']"
D78,"['jay', 'z', 'surprises', 'kanye', 'at', 'the', 'bet', 'awards', 'kanye', 'kanyewest', 'ye', 'donda', 'yeezy', 'jayz', 'https', 't', 'co', 'f172ulbuko']"
D79,"['live', 'like', 'you', 'can', 'die', 'tomorrow', 'go', 'for', 'it', 'kanyewest', 'kanyewestmotivation', 'kanyewestinterview', 'kanye', 'livelikeyouweredying', 'liveliketheresnotomorrow', 'goforit', 'betruetoyourself', 'motivation', 'motivationalquotes', 'inspirationalquotes', 'life', 'livefortoday', 'lifequotes', 'fyp', 'fypシ', 'viral', 'https', 't', 'co', 'nu7daysvxj']"
D80,"['djvlad', 'looooooovessss', 'kanye', 'lmao', 'every', 'segment', 'is', 'about', 'kanye', 'and', 'you', 'claim', 'to', 'not', 'fw', 'him', 'how', 'you', 'hate', 'on', 'the', 'man', 'while', 'you', 're', 'wearing', 'yeezys', 'kanye']"
D81,"['want', 'to', 'find', 'uncensored', 'information', 'https', 't', 'co', 'juo6x054nu', 'thenoticing', 'noticing', 'trump', 'elon', 'musk', 'donald', 'kanye', 'truth', 'redpill', 'facts', 'ye', 'https', 't', 'co', '1ilq3narzv']"
D82,"['raw', 'story', 'kanye', 'west', 'ron', 'desantis', 'and', 'the', 'resurgence', 'of', 'antisemitism', 'hard', 'truths', 'are', 'often', 'hidden', 'in', 'grim', 'realities', 'time', 'and', 'again', 'far', 'reaching', 'events', 'appear', 'in', 'societies', 'suggesting', 'a', 'profound', 'political', 'and', 'moral', 'https', 't', 'co', 'cdivlw5pln']"
D83,"['kanye', 'west', 'on', 'being', 'ahead', 'of', 'his', 'time', 'kanye', 'ye', 'kanyewest', 'interview', 'https', 't', 'co', 'idgfwjnolr', 'via', 'youtube']"
D84,"['kanye', 'calls', 'davechappelle', 'a', 'hack', 'then', 'points', 'to', 'joke', 'he', 'stole', 'owenbenjamin', 'he', 'did', 'steal', 'that', 'joke', 'https', 't', 'co', 'cxufv6zxwu']"
D85,"['elon', 'hates', 'it', 'when', 'people', 'question', 'him', 'why', 'what', 'are', 'you', 'hiding', 'elon', 'are', 'you', 'an', 'insecure', 'weak', 'man', 'who', 'hides', 'behind', 'money', 'elonthesnowflake', 'elonjet', 'freespeech', 'censorship', 'policy', 'twitter', 'joe', 'trump', 'black', 'kanye', 'worldcupfinal', 'ukraineunderattack', 'russiaisaterroiststate']"
D86,"['looked', 'over', 'my', 'tweets', 'my', 'tweets', 'just', 'aren', 't', 'a', 'million', 'dollar', 'tweets', 'but', 'they', 'are', 'a', 'million', 'streams', 'ifykyk', 'kanye', 'maskoff']"
D87,"['pov', 'nativity', 'play', 'in', 'donda', 'academy', 'kanyewest', 'kanye', 'https', 't', 'co', 'lbkmp4nt6p']"
D88,"['what', 'has', 'been', 'one', 'of', 'k4s', 'ent', 'hflmag', 'cover', 'feature', 'rezasarrafieh', 'most', 'memorable', 'moments', 'working', 'at', 'rocnation', 'lilnasx', 'snohalegrah', 'djkhaled', 'rnb', 'hiphop', 'rocnation', 'vicmensa', 'jcole', 'kanye', 'hflmag', 'https', 't', 'co', 'hr63qxp0yj', 'https', 't', 'co', 'xdpfiuphi7']"
D89,"['last', 'year', 'i', 'pantsed', 'a', 'simple', 'kanye', 'west', 'in', 'an', 'orgy']"
D90,"['click', 'on', 'the', 'image', 'to', 'shop', 'at', 'https', 't', 'co', '5tspype5lb', 'with', 'discounted', 'prices', 'and', 'fast', 'amp', 'insured', 'worldwide', 'shipping', 'kanye', 'kanyewest', 'kanyeloves', 'kanyeweststyle', 'https', 't', 'co', 'wmoqswiusy']"
D91,"['andicougevan', '7veritas4', 'agreed', 'also', 'kanye', 'has', 'entered', 'the', 'thread', 'https', 't', 'co', 'l8un3wanfc']"
D92,"['not', 'standing', 'up', 'for', 'kanye', 'but', 'this', 'shit', 'ain', 't', 'much', 'different', 'and', 'kanye', 'got', 'cancelled', 'if', 'this', 'was', 'someone', 'that', 'was', 'not', 'a', 'so', 'called', 'map', 'pedophile', 'y', 'all', 'wouldn', 't', 'hired', 'the', 'mfer', 'why', 'hire', 'a', 'pos', 'like', 'gunn', 'firejamesgunn', 'wbd', 'y', 'all', 'must', 'like', 'pedos', 'fuckpedogunn', 'toallpedos', 'https', 't', 'co', '8dptsaeoq3']"
