index,text
D12,"['sister', 'rita', 'x', 'show', 'air', 'daili', '4pm', 'pst', '6pm', 'pst', 'https', 'co', 'ws56iygoom', 'chicago', 'kanyewest', 'atl', 'lasvega', 'buffalo', 'pt', 'ghana', 'franc', 'nm', 'dublin', 'kenya', 'ye', 'radiost']"
D13,"['repent', 'ye', 'british', 'studio', 'help', 'ex', 'fan', 'kanyewest', 'get', 'rid', 'tattoo', 'https', 'co', 'yox6makzvn']"
D14,"['play', 'wham', 'everyth', 'want', 'listen', 'https', 'co', 'lwzld4y7sj', 'sister', 'rita', 'x', 'show', 'air', 'daili', '4pm', 'pst', '6pm', 'pst', 'https', 'co', 'ws56iygoom', 'chicago', 'kanyewest', 'atl', 'lasvega', 'buffalo', 'pt', 'ghana', 'franc', 'nm', 'dublin', 'kenya', 'ye', 'radiost']"
D15,"['bishop', 'un', 'chain', 'like', 'share', 'amp', 'subscrib', 'iuic', 'oklahoma', 'youtub', 'oklahomac', 'kany', 'ye', 'jew', 'jewish', 'antisemit', 'antisemet', 'instagram', 'explor', 'kanyewest', 'youtub', 'christ', 'christian', 'deuteronomy28', 'redmedia', 'https', 'co', '4fdicn4g6c']"
D16,"['fuck', 'kanyewest', 'gt', 'happi', 'first', 'day', 'hanukkah', 'here', 'cooki', 'made', 'https', 'co', 'bqpueqwnb6']"
D17,"['2022', '12', '19t07', '00', '12', '4386912z', '50', 'get', 'https', 'co', 'ptbw0kjew3', 'gamergirl', 'videogam', 'gamer', 'game', 'retrogam', 'kanyewest', 'kimkardashian', 'justinbieb']"
D18,"['hear', 'voic', 'ancestor', 'muhammadali', 'kyrieirv', 'kanyewest', 'https', 'co', 'br97ckkbkx', 'via', 'youtub', 'ali', 'hit', 'ws', 'fist', 'truth', 'amp', 'logic']"
D19,"['ytshort', 'latest', 'live', 'show', 'full', 'show', 'https', 'co', 'werf6cyb01', 'mark', 'jason', 'discuss', 'everybodi', 'get', 'wrong', 'kanyewest', 'kanyeisright', 'kany', 'kanyeisanazi', 'ye', 'https', 'co', 'f31olqg7mm']"
D20,"['kanyewest', 'hope', 'say', 'happi', 'hanukkah', 'bless', 'ye']"
D21,"['keep', 'command', 'stop', 'sin', 'visit', 'websit', 'https', 'co', 'hrymxnvom4', 'iuic', 'iuicphoenix', 'iuictv', 'stopsinningsunday', 'nbacentr', 'kyrieirv', 'theshaderoom', 'barclay', 'ye', 'kanyewest', 'jewish', 'jew', 'antisemit', 'blacktwitt', 'https', 'co', '8rlat2okcp']"
D22,"['lindyli', 'wow', 'anti', 'semit', 'islamophobia', 'one', 'tweet', 'obvious', 'agent', 'ccp', 'check', 'china', 'latest', 'recruit', 'invest', 'joe', 'biden', 'make', 'sure', 'follow', 'plan', 'elongoat', 'kanyewest', 'twintowerswereaninsidejob', 'https', 'co', 'cd8suilm8']"
D23,"['diedsudden', 'elonmusk', 'elonmusk', 'inde', 'kanyewest', 'right', 'https', 'co', 'kjhtpql0zv', 'need', 'continu', 'allow', 'free', 'speech', 'also', 'consid', 'https', 'co', 'awpglngqja', 'fact', 'fact', 'noth']"
D24,"['dove', 'style', 'care', 'curl', 'defin', 'mouss', 'soft', 'hold', '7', 'oz', 'pack', '3', 'oaznct5', 'https', 'co', 'ldait2i2y', 'boston', 'chicken', 'scotch', 'govt', 'bird', 'fashion', 'amcbuzz', 'murder', 'smartwatch', 'preciousmet', 'eth', 'met', 'kanyewest', 'cam', 'https', 'co', 'byzysv6ocx']"
D25,"['friend', 'kanyewest', 'crazi', 'reject', 'narrat', 'wise']"
D26,"['2022', '12', '19t05', '00', '15', '0082651z', '50', 'get', 'https', 'co', 'biihvd6rft', 'gamergirl', 'videogam', 'gamer', 'game', 'retrogam', 'kanyewest', 'kimkardashian', 'justinbieb']"
D27,"['yes', 'kanyewest', 'pay', 'offic', 'rent', 'howev', 'also', 'move', 'offic', 'sever', 'month', 'ago', 'realli', 'care', 'evict', 'spillinjuic', 'https', 'co', 'nbfqk9f5k5']"
D28,"['masterpmil', 'show', 'kany', 'factori', 'alway', 'product', 'need', 'littl', 'specif', 'style', 'design', 'snoophoopz']"
D29,"['kany', 'vs', 'world', 'https', 'co', 'pijiklukiq']"
D30,"['attack', 'yell', 'kany', '2024', 'antisemit', 'assault', 'polic', 'say', 'accord', 'man', '2024', 'kany', 'central', 'york', 'yell', 'nypd', 'adl', 'attack', 'attack', 'say', 'park', 'antisemit', 'hate', 'assault', 'https', 'co', 'vdaxd0yzcu', 'https', 'co', 'u5b7x41yl']"
D31,"['myspacetom', 'elonmusk', 'kany', 'pois', 'take', 'control']"
D32,"['mayb', 'legal', 'drug', 'peopl', 'take', 'american', 'stop', 'die', 'messi𓃵', 'drug', 'fent', 'wigger', 'warondrug', 'waronwomen', 'mbapp', 'worldcupfin', 'addictionrecoveri', 'rehab', 'andrewt', 'elon', 'trump', 'joe', 'britneygrin', 'tiktok', 'viral', 'nfts', 'crypto', 'letsgobrandon', 'kany', 'https', 'co', 'xcpecwgqw8']"
D33,"['soccer', 'bore', 'footbal', 'cool', 'soccer', 'opiat', 'mass', 'socialismoesmiseria', 'usa', 'messi𓃵', 'trumptraitorcard', 'westandwithshiffa', 'weloveayesha', 'poshmark', 'nftgiveaway', 'nftsale', 'priyankit', 'chinaprotest', 'chine', 'podcastandchil', 'magatear', 'kany', 'nickcart', 'topg']"
D34,"['kany', 'right', 'day', 'twitter', 'n', 'see', 'jew', 'jew', 'pretti', 'sure', 'sim', 'religi', 'fuck', 'use', 'scienc', 'n', 'basic', 'medic', 'machin', 'hospit', 'https', 'co', '9glggxosz']"
D35,"['feel', 'like', 'republican', 'go', 'way', 'year', 'say', 'happyhanukkah', 'wonder', 'anyth', 'kany', 'mayb', 'notic', 'kany']"
D36,"['want', 'wish', 'kany', 'happi', 'hanukkah', 'kany', 'hanukkah', 'happyholiday']"
D37,"['arielhelwani', 'wont', 'ever', 'talk', 'apartheid', 'palestin', 'go', 'kany', 'messi', 'abil', 'jewish', 'ppl', 'chang', 'convers', 'antisemit', 'deflect', 'real', 'issu', 'dont', 'chang', 'fact', 'goat𓃵', 'mma', 'ufc', 'muslim', 'name', 'teamkhabib', 'worldcup', 'https', 'co', 'ntdlje4tax', 'https', 'co', '77kx5lhmt6']"
D38,"['keithedward', 'nytim', 'new', 'york', 'time', 'simpli', 'honest', 'us', 'fact', 'antisemit', 'would', 'make', 'kany', 'blush']"
D39,"['want', 'see', 'peopl', 'like', 'kany', 'complet', 'lose', 'mind', 'elonmusk', 'step', 'make', 'jaredkushn', 'ceo', 'twitter', 'togeth', 'recent', 'perhap', 'talk', 'https', 'co', 'u15h5tyizf']"
D40,"['lol', 'peopl', 'kany', 'west', 'tattoo', 'https', 'co', 'uqq1xicnox', 'kany', 'kanyewest', 'ye', 'tattoo', 'tattoo', 'antisemit', 'rap', 'hiphop']"
D41,"['decent', 'dark', 'ep', '11', 'decent', 'warzon', 'live', 'warzon', 'callofduti', 'mw2', 'podcast', 'newepisod', 'elon', 'kany', 'twitch', 'youtub', 'twitter', 'decent', 'cultur', 'council', 'trump', 'biden', 'tumblr', 'nfl', 'soccer', 'wef', 'twitterspac', 'omegl', 'follow', 'like', 'subscrib', 'https', 'co', 'hc9yhanp2q']"
D42,"['decent', 'dark', 'ep', '11', 'decent', 'warzon', 'live', 'warzon', 'callofduti', 'mw2', 'podcast', 'newepisod', 'elon', 'kany', 'twitch', 'youtub', 'twitter', 'decent', 'cultur', 'council', 'trump', 'biden', 'tumblr', 'nfl', 'soccer', 'wef', 'twitterspac', 'omegl', 'follow', 'like', 'subscrib', 'https', 'co', 'bmlhtfllus']"
D43,"['decent', 'dark', 'ep', '11', 'decent', 'warzon', 'live', 'warzon', 'callofduti', 'mw2', 'podcast', 'newepisod', 'elon', 'kany', 'twitch', 'youtub', 'twitter', 'decent', 'cultur', 'council', 'trump', 'biden', 'tumblr', 'nfl', 'soccer', 'wef', 'twitterspac', 'omegl', 'follow', 'like', 'subscrib', 'https', 'co', '5oxqrui6f1']"
D44,"['decent', 'dark', 'ep', '11', 'decent', 'warzon', 'live', 'warzon', 'callofduti', 'mw2', 'podcast', 'newepisod', 'elon', 'kany', 'twitch', 'youtub', 'twitter', 'decent', 'cultur', 'council', 'trump', 'biden', 'tumblr', 'nfl', 'soccer', 'wef', 'twitterspac', 'omegl', 'follow', 'like', 'subscrib', 'https', 'co', 'oq8ceejx7n']"
D45,"['therealoj32', 'ask', 'elonmusk', 'pleas', 'verfiy', 'twitter', 'right', 'fullsendpodcast', 'ojsimpson', 'elonmusk', 'kany', 'kardashian', 'https', 'co', '3kuqbqemif']"
D46,"['rich', 'divorc', 'dad', 'midlif', 'crisi', 'control', 'public', 'communic', 'media', 'cultur', 'etc', 'alreadi', 'bought', 'fanci', 'car', 'compani', 'shini', 'toy', 'get', 'therapi', 'elon', 'twitter', 'tesla', 'kany', 'divorceddad', 'midlifecrisi', 'wegetitbroyoumissh']"
D47,"['eye', 'ye', 'kanyewest', 'teamkanyedaili', 'memelyxyz', 'kany', 'elonmusk', 'viralvideo', 'kanyemem', 'meme', 'https', 'co', '8wk5ywinnw']"
D48,"['one', 'k4s', 'ent', 'hflmag', 'cover', 'featur', 'rezasarrafieh', 'memor', 'moment', 'work', 'rocnat', 'lilnasx', 'snohalegrah', 'djkhale', 'rnb', 'hiphop', 'rocnat', 'vicmensa', 'jcole', 'kany', 'hflmag', 'https', 'co', 'hr63qxp0yj', 'https', 'co', '2wyka0sn2j']"
D49,"['elon', 'suspend', 'kany']"
D50,"['sinc', 'learn', 'fascism', 'exist', 'even', 'heart', 'black', 'american', 'exampl', 'kany', 'think', 'valid', 'question', 'anymor', 'nahceemah', 'https', 'co', '3yxtaxn3gi']"
D51,"['nahceemah', 'rosesknee25', 'jb', 'sc', 'logoffbr', 'sinc', 'learn', 'fascism', 'exist', 'even', 'heart', 'black', 'american', 'exampl', 'kany', 'think', 'valid', 'question', 'anymor', 'nahceemah']"
D52,"['elonmusk', 'veeeeeri', 'introspect', 'almost', 'univers', 'applic', 'elonmusk', 'repmtg', 'laurenboebert', 'realdonaldtrump', 'kany']"
D53,"['mama', 'mailboo', 'repkatcammack', 'awe', 'bless', 'pathet', 'antisemit', 'kany', 'ass', 'kiss', 'heart', 'favor', 'tonight', 'bc', 'go', 'us', 'tweet', 'remind', 'kat', 'kind', 'trash', 'simp', 'jew', 'hater', 'abhorr', 'remain', 'silent']"
D54,"['half', 'black', 'half', 'jewish', 'person', 'thought', 'came', 'today', 'ye', 'billionair', 'recent', 'statement', 'still', 'current', 'far', 'wealthi', 'us', 'ever', 'jew', 'done', 'dirti', 'right', 'antisemit', 'hebrew', 'kany']"
D55,['kany']
D56,"['see', 'wall', 'bounc', 'apex', 'apexlegend', 'apexmobil', 'twitter', 'america', 'media', 'meme', 'hockey', 'tmz', 'comedi', 'support', 'fomc', 'nft', 'meta', 'viral', 'trend', 'fifa', 'worldcup', 'podcast', 'funni', 'elect', 'sale', 'nation', 'kany', 'holiday', 'deal', 'coin', 'happi', 'communiti', 'digit', 'https', 'co', 'iwwooakfhv']"
D57,"['lorafrimane', 'put', 'kany']"
D58,"['look', 'truth', 'https', 'co', 'juo6x054nu', 'thenot', 'notic', 'trump', 'elon', 'musk', 'donald', 'kany', 'truth', 'redpil', 'fact', 'ye', 'https', 'co', '8glnskh5eb']"
D59,"['kareem', 'abdul', 'jabbar', 'retir', 'nba', '1989', 'remain', 'one', 'greatest', 'basketbal', 'player', 'time', 'mani', 'argu', 'simpli', 'greatest', 'abduljabbar', 'antisemit', 'kany', 'kareem', 'kyri', 'https', 'co', 'afaq2v303z', 'https', 'co', 'afaq2v303z']"
D60,"['cultur', 'council', 'podcast', 'episod', '24', 'live', 'live', 'podcast', 'newepisod', 'elon', 'kany', 'twitch', 'youtub', 'twitter', 'decent', 'cultur', 'council', 'trump', 'biden', 'tumblr', 'nfl', 'soccer', 'wef', 'twitterspac', 'omegl', 'follow', 'like', 'subscrib', 'https', 'co', 'bi0ykpxcln']"
D61,"['cultur', 'council', 'podcast', 'episod', '24', 'live', 'live', 'podcast', 'newepisod', 'elon', 'kany', 'twitch', 'youtub', 'twitter', 'decent', 'cultur', 'council', 'trump', 'biden', 'tumblr', 'nfl', 'soccer', 'wef', 'twitterspac', 'omegl', 'follow', 'like', 'subscrib', 'https', 'co', 'an6bye2wzv']"
D62,"['cultur', 'council', 'podcast', 'episod', '24', 'live', 'live', 'podcast', 'newepisod', 'elon', 'kany', 'twitch', 'youtub', 'twitter', 'decent', 'cultur', 'council', 'trump', 'biden', 'tumblr', 'nfl', 'soccer', 'wef', 'twitterspac', 'omegl', 'follow', 'like', 'subscrib', 'https', 'co', '4j1hckqklq']"
D63,"['cultur', 'council', 'podcast', 'episod', '24', 'live', 'live', 'podcast', 'newepisod', 'elon', 'kany', 'twitch', 'youtub', 'twitter', 'decent', 'cultur', 'council', 'trump', 'biden', 'tumblr', 'nfl', 'soccer', 'wef', 'twitterspac', 'omegl', 'follow', 'like', 'subscrib', 'https', 'co', 'f8ejf26dvz']"
D64,"['check', 'ismash', 'phraze', 'spotifi', 'youtub', 'applemus', 'https', 'co', 'al5oe2kfn1', 'ismash', 'alternativefact', 'album', 'phraze', 'lbm', 'hiphop', 'rap', 'music', 'beyonc', 'jayz', 'taylorswift', 'jenniferlopez', 'kany', 'amberros', 'kimkardashian', 'cardib', 'brittanyspear', 'christinaaguilera', 'jen']"
D65,"['elonmusk', 'could', 'wors', 'appoint', 'kany']"
D66,"['els', 'think', 'elonmusk', 'kany', 'ye', 'need', 'conservatorship', 'way', 'britneyspear', 'ever', 'elon', 'need', 'see', 'yeezi', 'implod', 'gon', 'na', 'happen', 'tesla']"
D67,"['patriot', 'jew', 'leagu', 'everyboyishitl', 'kany', 'jew', 'fifaworldcup', 'messi', 'uvaldemassacr']"
D68,"['kany', 'west', 'vs', 'georg', 'floyd', 'manolo', 'pod', 'ye', 'ye24', 'kanyewest', 'kany', 'georgefloyd', 'blm', 'podcast', 'newpodcast', 'miguelcamachio', 'danieleyva2', 'https', 'co', 'rrwgtglsq5']"
D69,"['elon', 'musk', 'kany', 'west', 'suspend', 'account', 'kanyewest', 'teamkanyedaili', 'memelyxyz', 'kany', 'hotnew', 'elonmusk', 'twitter', 'elonmem', 'viralvideo', 'meme', 'https', 'co', 'qu7w2klecw']"
D70,"['wow', 'nazi', 'much', 'newyorktim', 'kany', 'https', 'co', 's6y8ndd6wt']"
D71,"['think', 'colonis', 'help', 'africa', 'coloni', 'africa', 'nigeria', 'kany']"
D72,"['nbc', 'news', 'nypd', 'search', 'suspect', 'said', 'kany', '2024', 'antisemit', 'attack', 'insid', 'central', 'park', 'new', 'york', 'polic', 'depart', 'ask', 'tip', 'suspect', 'assault', '63', 'year', 'old', 'man', 'central', 'park', 'last', 'week', 'https', 'co', 'vdeyjfxd0k']"
D73,"['nick', 'fuent', 'bad', 'influenc', 'kany', 'becom', 'babylon', 'wolf', 'sheep', 'amp', 'apo', 'cloth', 'https', 'co', 'fnohqs6hhq']"
D74,"['cultur', 'council', 'podcast', 'go', 'live', '8pm', 'est', 'twitter', 'twitter', 'space', 'youtub', 'amp', 'twitch', 'hop', 'space', 'chat', 'let', 'connect', 'decent', 'live', 'culturecouncil', 'youtub', 'twitchtv', 'podcast', 'twitterspac', 'like', 'follow', 'subscrib', 'elon', 'omegl', 'twitter', 'kany', 'trump']"
D75,"['one', 'k4s', 'ent', 'hflmag', 'cover', 'featur', 'rezasarrafieh', 'memor', 'moment', 'work', 'rocnat', 'lilnasx', 'snohalegrah', 'djkhale', 'rnb', 'hiphop', 'rocnat', 'vicmensa', 'jcole', 'kany', 'hflmag', 'https', 'co', 'hr63qxp0yj', 'https', 'co', 'zd04faweaj']"
D76,"['peopl', 'feel', 'like', 'cocki', 'shit', 'say', 'could', 'imagin', 'shit', 'think', 'kany', 'heardemy']"
D77,"['sooooo', 'kany', 'still', 'get', 'paid', 'song', 'snippet', 'blackadam', 'thought', 'cancel']"
D78,"['jay', 'z', 'surpris', 'kany', 'bet', 'award', 'kany', 'kanyewest', 'ye', 'donda', 'yeezi', 'jayz', 'https', 'co', 'f172ulbuko']"
D79,"['live', 'like', 'die', 'tomorrow', 'go', 'kanyewest', 'kanyewestmotiv', 'kanyewestinterview', 'kany', 'livelikeyouweredi', 'liveliketheresnotomorrow', 'goforit', 'betruetoyourself', 'motiv', 'motivationalquot', 'inspirationalquot', 'life', 'livefortoday', 'lifequot', 'fyp', 'fypシ', 'viral', 'https', 'co', 'nu7daysvxj']"
D80,"['djvlad', 'looooooovessss', 'kany', 'lmao', 'everi', 'segment', 'kany', 'claim', 'fw', 'hate', 'man', 'wear', 'yeezi', 'kany']"
D81,"['want', 'find', 'uncensor', 'inform', 'https', 'co', 'juo6x054nu', 'thenot', 'notic', 'trump', 'elon', 'musk', 'donald', 'kany', 'truth', 'redpil', 'fact', 'ye', 'https', 'co', '1ilq3narzv']"
D82,"['raw', 'stori', 'kany', 'west', 'ron', 'desanti', 'resurg', 'antisemit', 'hard', 'truth', 'often', 'hidden', 'grim', 'realiti', 'time', 'far', 'reach', 'event', 'appear', 'societi', 'suggest', 'profound', 'polit', 'moral', 'https', 'co', 'cdivlw5pln']"
D83,"['kany', 'west', 'ahead', 'time', 'kany', 'ye', 'kanyewest', 'interview', 'https', 'co', 'idgfwjnolr', 'via', 'youtub']"
D84,"['kany', 'call', 'davechappell', 'hack', 'point', 'joke', 'stole', 'owenbenjamin', 'steal', 'joke', 'https', 'co', 'cxufv6zxwu']"
D85,"['elon', 'hate', 'peopl', 'question', 'hide', 'elon', 'insecur', 'weak', 'man', 'hide', 'behind', 'money', 'elonthesnowflak', 'elonjet', 'freespeech', 'censorship', 'polici', 'twitter', 'joe', 'trump', 'black', 'kany', 'worldcupfin', 'ukraineunderattack', 'russiaisaterroistst']"
D86,"['look', 'tweet', 'tweet', 'million', 'dollar', 'tweet', 'million', 'stream', 'ifykyk', 'kany', 'maskoff']"
D87,"['pov', 'nativ', 'play', 'donda', 'academi', 'kanyewest', 'kany', 'https', 'co', 'lbkmp4nt6p']"
D88,"['one', 'k4s', 'ent', 'hflmag', 'cover', 'featur', 'rezasarrafieh', 'memor', 'moment', 'work', 'rocnat', 'lilnasx', 'snohalegrah', 'djkhale', 'rnb', 'hiphop', 'rocnat', 'vicmensa', 'jcole', 'kany', 'hflmag', 'https', 'co', 'hr63qxp0yj', 'https', 'co', 'xdpfiuphi7']"
D89,"['last', 'year', 'pants', 'simpl', 'kany', 'west', 'orgi']"
D90,"['click', 'imag', 'shop', 'https', 'co', '5tspype5lb', 'discount', 'price', 'fast', 'amp', 'insur', 'worldwid', 'ship', 'kany', 'kanyewest', 'kanyelov', 'kanyeweststyl', 'https', 'co', 'wmoqswiusi']"
D91,"['andicougevan', '7veritas4', 'agre', 'also', 'kany', 'enter', 'thread', 'https', 'co', 'l8un3wanfc']"
D92,"['stand', 'kany', 'shit', 'much', 'differ', 'kany', 'got', 'cancel', 'someon', 'call', 'map', 'pedophil', 'hire', 'mfer', 'hire', 'pos', 'like', 'gunn', 'firejamesgunn', 'wbd', 'must', 'like', 'pedo', 'fuckpedogunn', 'toallpedo', 'https', 'co', '8dptsaeoq3']"
D93,"['adida', 'ever', 'withdrawn', 'collabor', 'balenciaga', 'pedophil', 'scandal', 'betray', 'persecut', 'steal', 'kany', 'say', 'genocid', 'murder', 'also', 'deserv', 'love', 'yes', 'adidasus', 'pedophil', 'gt', 'christian', 'welcom', 'hell']"
D94,"['kany', 'west', 'quot', 'day', '2024', 'kany', 'west', 'kanyewest', 'ye', 'oftheday', 'otd', 'https', 'co', 'xwi3p0me24']"
D95,"['elonmusk', 'shefvaidya', 'twitter', 'verifi', 'rw', 'opportunist', 'cc', 'worth', 'investig', 'kany', 'total', 'ban', 'twitter', 'nazi', 'sympathis']"
D96,"['yall', 'got', 'ta', 'chill', 'ye', 'nazi', 'thing', 'even', 'wors', 'ye', 'ye24', 'kanyewest', 'kany']"
D97,"['sixer', 'littl', 'tone', 'deaf', 'late', 'new', 'stadium', 'chinatown', 'etc', 'littl', 'advic', 'fave', 'team', 'mayb', 'play', 'kany', 'music', 'loudspeak', 'jewish', 'heritag', 'hanukkah', 'celebr', 'night', 'yes', 'soon']"
D98,"['808beat', 'frequenc', 'pitch', 'hiphop', 'beat', 'sound', 'ye', 'kany', 'vibe', 'https', 'co', 'olijsfmx4v']"
D99,"['wive', 'sell', 'face', 'cream', 'kany', 'https', 'co', 'mwtiprcmqb']"
D100,"['shoot', 'babi', 'if', 'and', 'mayb', 'kany', 'https', 'co', 'ruwjzqfm9q']"
D101,"['elder', 'time', 'need', 'find', 'presid', 'mean', 'necessari', 'kany', 'https', 'co', 'ehqzziz5g3']"
D102,"['kany', 'west', 'reaction', 'twitter', 'suspens', 'kany', 'kanyewest', 'teamkanyedaili', 'memelyxyz', 'kany', 'elonmusk', 'twitter', 'viralvideo', 'kanyemem', 'meme', 'https', 'co', '7hffngvrfc']"
D103,"['thing', 'presid', 'anymor', 'kany', 'https', 'co', 'x7dswb82pd']"
D104,"['elon', 'block', 'laugh', 'friend', 'kany', 'https', 'co', 'aw09ip3xdv']"
D105,"['antisemit', 'attack', 'yell', 'kany', '2024', 'central', 'park', 'assault', 'polic', 'say', 'washington', 'post', 'https', 'co', 's7t5tspcxn']"
D106,"['kany', 'west', 'reaction', 'twitter', 'suspens', 'kany', 'meme', 'memelyxyz', 'https', 'co', 'ayqn9u7tju']"
D107,"['kany', 'west', 'reaction', 'twitter', 'suspens', 'kany', 'meme', 'memelyxyz', 'https', 'co', 'dot3yhca78']"
D108,"['kany', 'west', 'reaction', 'twitter', 'suspens', 'kany', 'meme', 'memelyxyz', 'https', 'co', 'tgtfvzjs1p']"
D109,"['kany', 'west', 'reaction', 'twitter', 'suspens', 'kany', 'meme', 'memelyxyz', 'https', 'co', 'rujzsad1xo']"
D110,"['kany', 'west', 'reaction', 'twitter', 'suspens', 'kany', 'meme', 'memelyxyz', 'https', 'co', 'dvjbvg8me3']"
D111,"['kany', 'west', 'reaction', 'twitter', 'suspens', 'kany', 'meme', 'memelyxyz', 'https', 'co', 'mm2nd4r3wp']"
D112,"['kany', 'west', 'reaction', 'twitter', 'suspens', 'kany', 'meme', 'memelyxyz', 'https', 'co', 'yxfmhqytpz']"
D113,"['kany', 'west', 'reaction', 'twitter', 'suspens', 'kany', 'meme', 'memelyxyz', 'https', 'co', 'hhjnzxhwzp']"
D114,"['kany', 'west', 'reaction', 'twitter', 'suspens', 'kany', 'meme', 'memelyxyz', 'https', 'co', 'vkv8ohdfsq']"
D115,"['kany', 'west', 'reaction', 'twitter', 'suspens', 'kany', 'meme', 'memelyxyz', 'https', 'co', 'ffjru4nszh']"
D116,"['kany', 'west', 'reaction', 'twitter', 'suspens', 'kany', 'meme', 'memelyxyz', 'https', 'co', 'amjwsb2cyh']"
D117,"['kany', 'west', 'reaction', 'twitter', 'suspens', 'kany', 'meme', 'memelyxyz', 'https', 'co', 'oiao24sbew']"
D118,"['kany', 'west', 'reaction', 'twitter', 'suspens', 'kany', 'meme', 'memelyxyz', 'https', 'co', 'sqmhipqbzd']"
D119,"['kany', 'west', 'reaction', 'twitter', 'suspens', 'kany', 'meme', 'memelyxyz', 'https', 'co', 'ondrrjzuuo']"
D120,"['realdonaldtrump', 'four', 'year', 'leav', 'kany', 'point']"
D121,"['credit', 'andrew', 'knight', 'toohotforfacebook', 'meme', 'meme', 'shitpost', 'shitpost', 'shitpost', 'thesimpson', 'globexcorpor', 'thesimpsonsmem', 'simpsonsmem', 'seinfeld', 'seinfeldmem', 'kany', 'kanyewest', 'hitlermem', 'hitler', 'nazimem', 'nazi', 'neinfeld', 'holocaust', 'holocaustmem', 'https', 'co', 'ybua1whx2k']"
D122,"['happen', 'kany', 'fall', 'face', 'earth']"
D123,"['dophe1', 'sizwelo', 'kany', 'black', 'trump', 'amp', 'thing', 'realli', 'differ']"
D124,"['fake', 'media', 'brand', 'ie', 'balenciaga', 'ye', 'hip', 'hop', 'move', 'stock', 'crypto', 'kany', 'balenciagag', 'crypto', 'stockmarket', 'simpson', 'https', 'co', '3hvfqq00b1']"
D125,"['pov', 'kany', 'west', 'suspend', 'twitter', 'elon', 'musk', 'kanyewest', 'teamkanyedaili', 'memelyxyz', 'kany', 'elonmusk', 'elonmem', 'viralvideo', 'kanyemem', 'meme', 'https', 'co', 'gmsav5ohsw']"
D126,"['kimkardashian', 'exe', 'fast', 'food', 'commerci', 'except', 'kany']"
D127,"['prop', 'kany', 'stand', 'oppress', 'compani', 'owner', 'control', 'politician']"
D128,"['greenblatt', 'suspend', 'cancel', 'comment', 'elonmusk', 'realdonaldtrump', 'kanyewest', 'kany', 'https', 'co', 'emnnmasq8x']"
